Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.20-0.10-0.18-0.09-0.15-0.23-0.04-,-12.165654,7.662513,1.3486481,4.061185,2.0671232,15.323239,1641.161,25.443584,1.7705187,7.463736,7.2566957,2.7926202,0.6318764,6.5516477,12.5054865
Al-Co-Cr-Cu-Fe-Ni-,0.17-0.06-0.18-0.19-0.10-0.30-,-5.560236,6.5168767,1.3475256,3.6150768,4.0902286,14.035016,1620.4208,24.492355,1.8023709,6.933832,8.023927,2.8010018,0.05389299,7.1112957,10.843256
Al-Cr-Mo-Nb-Ti-V-,0.15-0.09-0.09-0.35-0.16-0.16-,-11.350974,6.0399413,1.3913269,4.980459,2.7244647,13.932963,2219.5798,28.481833,1.653358,9.882803,4.726677,0.93019843,0.028388565,6.6961737,27.300158
Al-Nb-Ta-Ti-V-,0.15-0.22-0.19-0.36-0.07-,-11.15742,7.6147256,1.3950293,4.857757,2.5291204,12.53372,2251.4033,33.209377,1.5622822,2.878789,4.341833,0.72414637,0.99997926,7.7401857,116.73782
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.14-0.19-0.16-0.19-0.17-0.01-0.07-0.09-,-7.981309,7.9749637,1.3576946,3.5816443,3.3404684,16.053108,1660.8188,22.889297,1.772616,7.538966,7.52006,2.7077472,0.017748576,6.8452144,16.845766
Al-Hf-Nb-Ta-Ti-Zr-,0.05-0.06-0.25-0.28-0.20-0.16-,-2.7144048,6.195369,1.451783,4.69581,12.69804,13.599675,2534.4436,24.75626,1.5001287,6.8031645,4.4821877,0.5914125,1.0,9.625665,259.56573
Al-Cr-Nb-Ti-V-,0.25-0.16-0.08-0.28-0.22-,-17.62654,7.6083407,1.355042,4.919528,1.3452452,12.866918,1842.8667,30.876743,1.603157,3.093856,4.3765717,1.0380999,0.0021265207,5.047587,15.13248
Al-Co-Cr-Cu-Fe-Ni-,0.14-0.26-0.25-0.02-0.14-0.19-,-9.925913,5.203727,1.3553231,3.598965,2.3881905,13.594438,1743.7256,21.788832,1.7855864,6.650862,7.478724,2.336793,0.062982306,7.12198,22.28323
Al-Co-Cu-Fe-Sn-Zn-,0.18-0.21-0.30-0.06-0.11-0.13-,0.19480544,4.995726,1.3463898,4.1268735,89.21477,14.285794,1216.5659,36.738075,1.8147027,7.0938015,9.416571,3.403231,8.829146e-08,7.0148954,19.203104
Al-Co-Cr-Fe-Ni-Si-,0.10-0.11-0.15-0.12-0.31-0.22-,-31.449043,12.436713,1.2965307,8.750159,0.7706966,14.12309,1716.1732,18.056652,1.8281434,6.1218767,7.0137525,2.667622,0.8826548,5.674964,13.688195
Al-Cr-Mo-Nb-Ti-Zr-,0.26-0.15-0.02-0.19-0.34-0.04-,-19.782375,8.860295,1.3779653,5.993568,1.2216622,12.751054,1895.3237,33.89297,1.5921981,6.861716,4.269812,1.0293443,0.0008690154,5.3731995,18.824831
Al-Co-Cr-Cu-Fe-Mo-Ni-Ti-,0.23-0.12-0.10-0.05-0.19-0.05-0.22-0.05-,-14.967197,7.9021187,1.3490067,4.481001,1.765258,15.896711,1662.0394,29.382298,1.7892395,8.688221,7.02074,2.7663398,0.563321,6.5227184,13.996165
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.12-0.29-0.12-0.15-0.13-0.11-0.08-,-9.684047,8.054137,1.3543973,3.3380594,2.6770644,15.504347,1672.0996,21.101763,1.7927753,7.237917,7.772745,2.6066275,0.10601176,7.0748525,23.028975
Al-Co-Fe-Ni-Sn-,0.64-0.16-0.10-0.06-0.04-,-13.30247,4.8348403,1.2948496,4.9273405,0.8128339,9.17503,1178.492,34.95465,1.7066822,7.7370076,5.317952,3.2915592,0.97529423,4.3887377,19.011421
Al-Co-Cr-Fe-Mo-Ni-Ti-,0.06-0.19-0.24-0.21-0.10-0.17-0.03-,-8.80731,4.95621,1.3786533,3.209524,3.2854033,14.907232,1941.0417,21.807878,1.8240093,8.643907,7.441449,1.9592464,0.033355232,7.787492,18.133955
Al-Hf-Nb-Ta-Ti-Zr-,0.04-0.18-0.18-0.22-0.17-0.21-,-1.4880905,6.03028,1.4741124,4.886509,23.696917,14.130378,2495.5547,22.624859,1.4561447,8.1220665,4.369525,0.5521203,1.0,9.883779,478.12466
Al-Co-Cr-Fe-Mo-Ni-,0.10-0.26-0.08-0.21-0.12-0.23-,-8.720054,4.590623,1.3662819,3.8038235,3.008059,14.177267,1850.1754,26.055304,1.8649821,7.8207636,7.803564,2.1236691,0.01522684,7.8947697,21.789862
Co-Fe-Mo-Ni-V-,0.20-0.17-0.17-0.29-0.16-,-9.378772,4.649403,1.3762133,2.8087032,2.9068372,13.446763,2027.4441,21.041016,1.8857577,8.421344,7.91568,1.90182,0.40425903,8.467859,21.15887
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.23-0.14-0.22-0.09-0.14-0.12-0.06-,-12.989935,7.808647,1.3484467,4.2768645,1.9663976,15.525558,1645.2467,26.98096,1.7472153,7.55893,6.819169,2.7567825,0.71213734,6.260729,15.037192
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.09-0.35-0.13-0.11-0.20-0.07-0.04-,-6.806858,6.747548,1.3593458,3.1152384,3.6607337,14.536178,1714.212,18.91737,1.8045785,6.4120135,7.9037313,2.27893,0.7411565,7.391736,26.068624
Al-Co-Cr-Fe-Mn-Ni-V-,0.12-0.26-0.14-0.17-0.08-0.20-0.02-,-10.505592,5.3441176,1.3578134,3.4819667,2.4419572,15.074619,1701.8143,20.800179,1.7820622,7.298977,7.6565127,2.257049,0.14351067,7.239857,21.734707
Al-Co-Cr-Fe-Mo-Ni-,0.24-0.12-0.16-0.19-0.06-0.23-,-13.44593,5.754941,1.3493214,4.6286726,1.8018914,14.251873,1699.9943,30.516863,1.7938132,8.534863,6.925687,2.610421,0.051517736,6.6374474,14.602404
Co-Fe-Mo-Ni-Ti-V-,0.17-0.10-0.16-0.13-0.07-0.37-,-12.962848,6.0119243,1.3746299,2.7459395,2.234789,13.72521,2110.658,18.387676,1.8079637,10.877104,6.7376924,2.041386,0.0029706638,7.5795455,22.529087
Al-Co-Cr-Cu-Fe-Ni-,0.26-0.23-0.18-0.14-0.14-0.04-,-7.7781796,6.599331,1.340481,4.3263903,2.8880827,14.286551,1572.3894,28.371216,1.7634664,7.1048203,7.0219765,2.8453877,0.2104318,6.3396177,20.06461
Mn-Ni-Sn-,0.65-0.23-0.12-,-7.3252096,0.8152399,1.3941883,2.0787678,1.459539,7.3715634,1450.361,24.335155,1.6814972,10.702276,8.509005,2.343452,0.09727328,7.699107,8.072449
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.10-0.13-0.09-0.13-0.03-0.14-0.13-0.09-0.15-,-12.419148,8.015655,1.3579342,3.1422212,2.4403768,17.731953,1709.1969,21.947845,1.7218786,8.72382,7.146035,2.6227772,0.03967413,6.7601824,16.518427
Cu-Mn-Ni-Sn-Zn-,0.35-0.18-0.27-0.09-0.12-,-0.3753472,3.3888392,1.3674562,2.3196707,44.041145,12.379057,1335.3743,29.534498,1.8176427,8.210243,10.403931,1.9025253,7.742414e-06,8.1694975,8.470173
Mo-Nb-Ti-V-Zr-,0.11-0.26-0.18-0.22-0.22-,-1.5893576,2.0391784,1.441567,4.8395104,19.697227,13.301033,2353.6458,14.831524,1.5945317,14.214499,4.697816,0.6545718,0.99994123,7.0211544,45.60243
Al-Co-Fe-Ni-,0.29-0.03-0.43-0.22-,-13.474911,4.785472,1.343205,4.743785,1.2036123,10.495986,1545.2161,26.411798,1.7838213,6.814652,6.952226,2.7009525,0.72713846,6.1493163,6.2503624
Al-Cr-Cu-Fe-Ni-Ti-,0.13-0.14-0.20-0.14-0.26-0.14-,-12.227478,9.248116,1.3577008,3.530232,1.9789877,14.612095,1656.0271,22.649921,1.7718632,8.198423,7.6182537,2.9433374,0.067644954,6.7110066,6.4092665
Cr-Mo-Nb-Ti-,0.07-0.29-0.36-0.28-,-4.2530203,2.2419121,1.4325334,1.6686139,6.2731733,10.560851,2526.3047,15.9118805,1.7490892,15.0750265,5.0803347,0.79536724,0.9999509,7.7525954,25.054672
Al-Cr-Fe-Ni-,0.21-0.29-0.22-0.28-,-12.647849,4.9459066,1.3553932,4.2552304,1.568488,11.557687,1716.4332,25.476473,1.7562444,6.9668703,6.9273915,2.5108516,0.33742267,6.5200644,6.245536
Co-Fe-Mo-Ni-Ti-V-,0.22-0.13-0.03-0.21-0.05-0.37-,-15.217363,6.1495943,1.361341,1.7517049,1.6365176,12.74629,1953.7827,12.8251095,1.7792299,8.10036,7.3025208,2.177026,0.0006219133,7.3939104,24.87493
Al-Cr-Nb-Ta-Ti-V-Zr-,0.24-0.12-0.26-0.02-0.29-0.04-0.03-,-17.842237,8.50706,1.3794945,5.849202,1.4833167,13.406298,1974.1233,34.266895,1.5841221,3.7496502,4.313147,0.96745515,0.06873546,5.7862773,33.795578
Hf-Mo-Nb-Ti-V-Zr-,0.12-0.04-0.29-0.13-0.23-0.19-,-0.34858307,1.8680433,1.4509532,5.2294326,93.830376,13.813457,2367.806,13.2380705,1.5342411,11.891726,4.597817,0.56679434,0.99994993,7.840822,359.5668
Al-Co-Cr-Fe-Mn-Ni-,0.16-0.14-0.20-0.20-0.03-0.27-,-11.5053,5.3449225,1.3554577,3.794926,2.0630474,13.8863125,1709.3073,22.279545,1.7809215,6.9908285,7.4438634,2.3967526,0.30215892,6.9798875,15.206466
Al-Co-Cr-Fe-Ni-Ti-Zr-,0.02-0.26-0.01-0.21-0.32-0.13-0.04-,-19.097445,10.214336,1.3725605,3.3716333,1.2218361,13.082212,1783.6389,9.468074,1.80635,8.545988,8.113404,2.1987503,0.0060187643,7.5240755,22.121988
Co-Cu-Mn-Ni-Sn-Zn-,0.14-0.33-0.11-0.23-0.06-0.13-,0.37528577,3.2329602,1.3614473,1.9957913,50.92383,13.833062,1381.548,28.778399,1.831383,7.18892,10.348084,1.6775379,2.4020943e-05,8.284439,14.8937845
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.08-0.18-0.17-0.10-0.14-0.06-0.18-0.08-,-10.179928,7.8009086,1.3648233,3.0488172,2.8386757,16.730844,1727.1997,18.907166,1.7716637,7.9120965,7.7013164,2.411438,0.07706299,7.1988564,16.685057
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.15-0.12-0.11-0.17-0.17-0.11-0.17-,-13.980763,9.413045,1.3576032,3.7310083,1.8967764,16.048964,1652.3423,22.936,1.7554111,8.282335,7.199385,2.8934474,0.2028394,6.430971,12.636718
Al-C-Co-Cr-Fe-Ni-,0.09-0.17-0.19-0.13-0.18-0.24-,-31.743334,15.131439,1.2449412,20.196898,0.95786655,14.512408,2095.164,39.500256,1.94249,15.12471,7.30831,2.4691775,0.0005883816,6.809892,20.333609
Co-Cr-Fe-Mn-Ni-,0.26-0.22-0.17-0.11-0.24-,-4.1063986,2.1500416,1.3748189,1.8252804,5.8712277,13.190684,1827.7744,11.126765,1.7956961,6.968097,8.208905,1.4797027,0.792654,8.155048,20.916962
Al-Co-Cr-Fe-Ni-,0.27-0.17-0.18-0.16-0.21-,-15.36356,6.266106,1.340091,4.4375114,1.4207695,13.533138,1612.935,27.655428,1.7610633,7.251732,6.808435,2.7063618,0.8606019,6.204515,17.016516
Al-Co-Cr-Cu-Fe-Ti-,0.14-0.20-0.10-0.12-0.24-0.19-,-14.454774,8.733504,1.3631837,3.713601,1.6954561,14.508635,1689.1619,21.627682,1.7445474,8.059016,6.8901186,2.6494308,0.21556176,6.341481,16.95117
Al-Co-Cr-Cu-Fe-Ni-Sn-,0.30-0.34-0.11-0.12-0.08-0.01-0.04-,-8.634653,6.541876,1.3331325,4.4550095,2.2621908,13.279477,1470.9336,31.523136,1.7776338,7.315275,7.243642,3.1749802,0.8912608,6.2688704,28.134024
Al-Co-Cr-Fe-Ni-,0.22-0.20-0.18-0.21-0.18-,-12.1565,5.6872325,1.3481289,4.15772,1.8682457,13.676261,1660.6385,24.937496,1.7769772,6.7860336,7.1488953,2.527135,0.60847616,6.6248345,18.829273
Co-Fe-Ni-Sn-Ti-V-,0.31-0.15-0.26-0.01-0.13-0.14-,-16.677153,8.47108,1.3653312,1.8019614,1.4839276,13.582023,1822.0912,12.110291,1.8024664,7.564532,7.9894753,2.295684,0.0030002573,7.4635253,25.831678
Co-Cr-Cu-Fe-Mn-Ni-,0.38-0.01-0.05-0.17-0.12-0.27-,-1.5258049,2.4345248,1.3651235,1.6911043,13.889664,12.323745,1719.6803,7.4778013,1.8376992,6.138756,8.914832,1.1094317,0.9694281,8.491313,27.00308
Al-Au-Co-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.23-0.04-0.09-0.10-0.20-0.07-0.02-0.05-0.15-0.05-,-15.257401,9.581712,1.3442731,4.185218,1.7774073,17.40278,1558.292,28.20975,1.7554425,12.362085,6.7885203,3.1806495,0.1785819,6.522186,5668.752
Co-Cr-Fe-Mo-Ni-,0.14-0.37-0.14-0.04-0.30-,-5.120866,1.9506415,1.3795602,2.0622687,4.5116606,11.79816,1958.2379,14.245365,1.8125017,7.1873703,7.9398966,1.72772,0.84590346,8.170106,16.01784
Hf-Nb-Si-Ti-Zr-,0.09-0.25-0.14-0.23-0.28-,-31.805632,22.226795,1.4251554,10.144196,0.9127262,13.118049,2212.9688,16.788158,1.5263712,12.498371,4.2592816,0.44036338,0.00010784554,6.6563,306.06915
Al-Co-Cr-Cu-Fe-Mg-Ti-Zn-,0.35-0.21-0.03-0.10-0.15-0.07-0.07-0.02-,-11.974152,8.20839,1.3378785,5.512453,1.7137877,14.7243595,1393.6871,31.769964,1.7073005,9.820097,6.1113114,3.1894722,0.966266,5.0990896,19.420845
Al-Co-Cu-Fe-Ni-Si-Ti-Zr-,0.08-0.15-0.16-0.10-0.17-0.05-0.17-0.11-,-30.845013,15.646509,1.3658383,6.83843,0.9216069,16.71496,1700.6906,18.294706,1.7432544,11.639035,7.2617273,3.0075562,0.023419436,6.4777865,17.600204
Co-Cr-Fe-Mo-Ni-Ti-Zr-,0.15-0.13-0.12-0.18-0.21-0.19-0.03-,-17.125721,9.121085,1.3944956,3.1167753,1.8439668,15.353964,2056.7495,20.085978,1.8220441,11.902679,7.095732,2.211916,0.0022424082,7.656007,17.363127
Al-Cr-Fe-Mo-Ni-Ti-V-,0.20-0.11-0.26-0.34-0.05-0.04-0.01-,-9.118782,4.344268,1.3843126,5.1917753,2.9961536,13.326537,2050.1401,34.74808,1.8700998,12.137068,6.0459113,1.9364109,0.51125085,7.363634,10.604569
Cu-Mn-Ni-Sn-Zn-,0.36-0.23-0.21-0.07-0.12-,-0.39647698,3.3549147,1.3689201,2.2534428,41.43279,12.31675,1333.7207,28.048515,1.794378,8.875269,10.183081,2.0170598,1.0057046e-05,8.125034,7.830389
Al-Co-Cu-Ni-Zn-,0.25-0.18-0.38-0.16-0.04-,-4.8464766,5.996758,1.3251034,3.26876,3.3391836,11.902333,1359.6721,24.639107,1.8168005,7.0395427,8.528217,3.2774756,0.19203629,6.8348927,17.323092
Al-Hf-Mo-Nb-Ta-Ti-V-W-Zr-,0.03-0.06-0.20-0.23-0.18-0.03-0.06-0.03-0.17-,-5.3927026,5.0319233,1.455233,4.6278768,8.066389,16.302155,2668.336,20.612368,1.657989,18.973858,4.9205327,0.8110812,0.99999785,10.103738,215.54399
Al-Co-Cr-Fe-Ni-Ti-,0.23-0.12-0.17-0.17-0.16-0.16-,-22.541334,9.041002,1.3522885,4.372454,1.0980273,14.760006,1676.8962,25.460693,1.7241046,8.073921,6.332545,2.6183178,0.3507381,5.873026,13.433772
Al-Cr-Cu-Fe-Ni-Ti-,0.21-0.13-0.04-0.26-0.29-0.07-,-15.514305,7.709434,1.3515145,4.235984,1.4245209,13.495768,1637.5837,24.761309,1.7673182,7.5585976,7.108202,2.7690341,0.768338,6.367597,5.8021502
Co-Fe-Ni-Si-,0.35-0.28-0.34-0.04-,-6.4942474,6.6846557,1.3546703,4.0229783,2.7352529,10.074084,1763.2776,2.0565934,1.8771187,1.7005084,8.880674,1.2342806,0.9999732,8.173703,25.23719
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.16-0.22-0.17-0.14-0.19-0.09-0.03-,-4.7336283,5.970824,1.3566107,3.8084805,5.291389,15.316167,1635.3611,23.725677,1.7649024,7.317734,7.4754643,2.4573457,0.025252413,6.990918,18.688868
Cr-Cu-Fe-Ni-,0.31-0.17-0.21-0.30-,1.3163517,4.595551,1.3747643,2.030747,16.025047,11.631275,1813.6115,16.259779,1.8115563,6.0136275,8.45261,2.0088453,0.8391437,8.062687,6.9088316
Al-Cr-Fe-Ni-Ti-,0.28-0.37-0.19-0.13-0.04-,-14.176159,5.273113,1.3512768,4.8564577,1.4134221,11.838363,1692.5394,29.839712,1.7047629,6.574778,5.9569087,2.337962,0.012070177,5.767982,5.8808374
Hf-Nb-Ta-Ti-Zr-,0.20-0.14-0.29-0.15-0.21-,2.7402525,1.1966507,1.4834131,3.9144185,12.456158,13.101283,2605.3196,19.493044,1.4447225,7.8039756,4.437255,0.4974937,1.0,10.717529,498.40012
Co-Cr-Cu-Fe-Mo-Ni-,0.04-0.41-0.05-0.24-0.05-0.21-,-2.1105657,3.2285357,1.387939,1.9280721,11.314379,12.068246,1978.724,15.865798,1.7983263,7.4834676,7.665243,1.7396445,0.3708192,8.027015,9.528157
Al-Co-Cr-Cu-Fe-,0.20-0.18-0.19-0.16-0.28-,-3.2935617,5.9353027,1.3539218,4.132293,6.579926,13.297349,1629.7523,25.754864,1.7747319,6.4478626,7.2893734,2.5957608,0.024166536,6.723103,15.652209
Al-Mo-Nb-Ta-Ti-V-,0.05-0.07-0.41-0.07-0.20-0.20-,-4.527543,4.29783,1.4098687,3.8033788,6.849379,12.7467985,2432.8345,21.77215,1.6239209,9.083594,4.7667565,0.6401238,0.9999782,7.7683563,66.039116
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.11-0.01-0.16-0.23-0.07-0.34-0.08-,-8.644046,8.360193,1.3539395,3.1848006,2.667322,13.991876,1647.8455,22.055267,1.8003398,7.644578,8.206849,2.841269,0.15324157,7.189565,8.206836
Al-Co-Fe-Mo-Ni-,0.13-0.18-0.22-0.09-0.39-,-9.790589,5.1173573,1.3569611,3.7914264,2.235667,12.476628,1754.3596,25.492386,1.8697522,6.9764214,8.135176,2.291318,0.8056393,7.7491045,17.749899
Co-Cr-Cu-Fe-Ni-Ti-,0.27-0.23-0.07-0.11-0.21-0.11-,-9.423931,7.492172,1.3727039,1.8188593,2.7568967,14.028874,1851.952,11.712533,1.7934382,7.266561,7.978694,2.094036,0.45180714,7.674567,22.127708
Al-Co-Cr-Cu-Fe-Ni-,0.24-0.28-0.18-0.04-0.16-0.10-,-11.301332,6.0051484,1.3429586,4.2157593,1.9872127,13.811791,1626.0126,26.40888,1.7720907,6.8858347,7.0493226,2.6172392,0.6599185,6.4997864,23.69611
Hf-Nb-Ta-Ti-V-W-,0.02-0.27-0.29-0.23-0.15-0.05-,-0.77445316,1.5877395,1.4211148,3.0959857,44.72793,12.961805,2672.4395,21.055197,1.5900064,11.217326,4.796799,0.50415313,0.99999964,10.336413,180.83675
Al-Co-Cr-Cu-Fe-Ni-,0.23-0.19-0.28-0.02-0.11-0.18-,-12.701094,5.6784825,1.3465748,4.2267413,1.7895205,13.498856,1683.7625,26.692745,1.757404,7.085909,6.897123,2.575915,0.67420423,6.4827642,19.065544
Co-Cr-Cu-Fe-Ni-,0.20-0.23-0.24-0.07-0.25-,3.0728693,4.0581474,1.3652142,1.6982425,7.337757,12.834939,1756.7651,16.303202,1.8376677,5.4506445,8.972296,1.8477484,0.9809238,8.406499,18.260487
Al-Cr-Cu-Fe-Ni-,0.06-0.15-0.24-0.10-0.45-,-0.5782395,5.3712497,1.3566504,2.5206847,33.18125,11.497034,1668.837,18.769526,1.8443258,5.706632,9.029885,2.2318375,0.94638443,8.032726,7.686083
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.13-0.02-0.33-0.02-0.12-0.29-0.09-,-15.675274,7.200065,1.3636857,3.6525533,1.5277412,13.334967,1795.8618,21.846268,1.7443984,7.7304473,6.981176,2.525233,0.11895347,6.6491175,8.274614
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.04-0.01-0.33-0.30-0.20-0.10-0.02-,4.296571,5.9182463,1.3737028,2.5690525,5.255374,12.840022,1758.571,20.989653,1.7860627,6.593977,8.119725,2.4084995,0.06613119,7.6421223,6.917447
Al-Co-Cr-Fe-Mo-Ni-,0.16-0.25-0.12-0.17-0.03-0.27-,-10.96367,5.605473,1.3517623,3.7531455,2.1461368,13.781774,1707.2935,23.669432,1.8166394,7.3895297,7.717056,2.4243584,0.65942734,7.2158465,21.898464
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.24-0.14-0.06-0.19-0.12-0.10-,-8.385201,5.8403563,1.3571866,3.7828174,3.0568645,15.57659,1645.5732,22.345102,1.7605621,7.6340566,7.4247866,2.3217022,0.045439623,7.0066,19.521793
Al-Co-Cu-Fe-Sn-,0.57-0.22-0.05-0.13-0.03-,-11.869602,5.322898,1.3023539,4.91929,1.0148122,9.741249,1236.537,33.7657,1.722101,7.6623297,5.6806097,3.2730348,0.9658571,4.723397,21.903767
Hf-Nb-Ti-V-Zr-,0.09-0.11-0.36-0.09-0.35-,0.24966732,1.3042126,1.4680054,5.235096,102.08837,11.745953,2169.9585,11.925263,1.4582427,8.491402,4.19913,0.40152293,0.99995184,6.7542634,304.2868
Al-Co-Cr-Cu-Fe-Ni-,0.28-0.33-0.18-0.07-0.10-0.03-,-11.0882,6.1363034,1.3355492,4.3209186,1.8476051,12.990646,1577.0278,28.58954,1.7620535,7.084568,6.8436294,2.7508607,0.7274458,6.2494087,27.511997
Mo-Nb-Ti-V-Zr-,0.19-0.25-0.21-0.10-0.25-,-2.115242,2.3084996,1.4546736,4.376325,15.014236,13.255939,2395.8115,15.816027,1.6265013,17.07201,4.7256794,0.7573501,0.9999883,7.2168736,42.118458
Co-Cr-Fe-Ni-,0.16-0.31-0.17-0.36-,-4.741512,1.8650753,1.374313,1.826046,4.3949995,11.023626,1890.3885,10.474844,1.8130546,5.9072423,8.2432165,1.6679869,0.9586117,8.1483755,16.229025
Al-Co-Fe-Li-Ni-V-,0.05-0.29-0.23-0.03-0.28-0.13-,-8.159297,6.0867295,1.3588262,2.6214745,2.7730615,12.984857,1742.5089,18.392056,1.8079305,9.307611,8.024611,2.2576785,0.11859547,7.4303455,25.502422
Al-Co-Cr-Fe-Ni-Si-,0.16-0.22-0.21-0.25-0.16-0.01-,-11.688875,5.871882,1.3543144,4.300523,2.0072875,13.6073065,1724.2891,22.004938,1.7844559,6.423997,7.28657,2.3004787,0.22788964,6.8738923,18.996008
Al-Co-Cr-Fe-Mn-Ni-,0.07-0.20-0.15-0.15-0.12-0.30-,-8.456272,4.506849,1.3640615,2.9269419,2.9032447,14.165232,1733.1608,16.597887,1.7886813,7.5252404,8.021441,1.9821118,0.6108162,7.664325,18.060944
Al-Co-Cr-Cu-Fe-Ni-,0.18-0.10-0.30-0.07-0.19-0.16-,-8.010748,5.6759305,1.3565689,4.0435815,3.0124378,14.078545,1714.0889,25.170532,1.7616343,6.7975855,7.1141596,2.5069604,0.056061435,6.729622,12.349819
Mo-Nb-Ta-Ti-V-W-Zr-,0.24-0.28-0.04-0.12-0.17-0.11-0.03-,-4.1952515,2.3219821,1.41921,3.529844,9.3740635,14.544195,2703.934,18.880665,1.8071394,17.69176,5.206766,0.6827677,0.9998332,9.545835,44.106934
Al-Co-Fe-Hf-Mo-Ni-Ta-Zr-,0.11-0.10-0.16-0.06-0.10-0.30-0.10-0.08-,-27.190174,12.301232,1.394769,6.04664,1.1944351,16.220936,2002.1592,32.037228,1.7619393,14.060683,7.105317,2.6004307,0.020907966,9.179641,262.17163
Co-Cr-Fe-Mo-Ni-,0.19-0.16-0.20-0.04-0.42-,-3.9685066,1.7510966,1.3718134,2.070505,5.5530496,11.786549,1869.6997,13.752657,1.8568481,5.70868,8.613197,1.5107,0.93122977,8.45736,17.820484
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.13-0.17-0.04-0.16-0.10-0.11-0.29-,-20.796236,10.460448,1.3585881,3.5070736,1.2070113,15.102399,1662.073,20.8283,1.7398667,9.200604,6.9998636,3.011277,0.06844553,6.183059,16.171854
Al-Co-Cr-Fe-Mo-Ni-,0.18-0.18-0.23-0.22-0.05-0.15-,-11.037326,5.039848,1.3588052,4.257839,2.2765424,14.228068,1766.0118,26.949692,1.7865416,7.929618,6.9989367,2.3319151,0.006124207,6.895151,17.34026
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.21-0.15-0.21-0.05-0.19-0.16-0.02-,-11.350452,6.5888205,1.3503364,4.1566596,2.1793375,14.8615465,1664.4609,25.497223,1.766967,7.059248,7.0920553,2.6117923,0.4813714,6.5592027,15.610296
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.17-0.11-0.13-0.22-0.18-0.03-0.15-,-10.084078,8.599038,1.3563485,3.9167702,2.4745092,15.374942,1622.9747,24.754646,1.7493963,8.082978,7.112404,2.942187,0.039871342,6.3499937,12.255871
Al-Au-Co-Cr-Cu-Ni-,0.27-0.02-0.23-0.10-0.24-0.15-,-7.776154,6.927289,1.3277259,3.767044,2.5409439,13.424817,1471.8091,27.45613,1.803934,9.06786,7.701391,3.2007585,0.82957095,6.786864,2439.9912
Co-Cr-Fe-Mn-Ni-,0.22-0.29-0.16-0.05-0.28-,-4.5546427,2.0052216,1.3749737,1.8252403,5.0708866,12.327465,1873.5458,10.998568,1.8007592,6.4731555,8.150012,1.5984963,0.82823,8.125548,19.149855
Al-Co-Cr-Fe-Mo-Ni-,0.20-0.17-0.16-0.15-0.08-0.24-,-12.626419,5.6661973,1.3534282,4.396268,2.0085752,14.4871645,1750.5917,29.333874,1.8115087,8.597975,7.1791477,2.5315135,0.009807606,6.9974933,17.594717
Al-Co-Cr-Fe-Mo-Ni-,0.15-0.26-0.11-0.15-0.09-0.24-,-10.853127,5.3041654,1.3576384,4.038997,2.3692937,14.347437,1792.2532,27.325253,1.8410716,8.154547,7.588934,2.3578575,0.003351206,7.492638,22.444733
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.12-0.23-0.16-0.17-0.15-0.07-0.10-,-8.994231,8.178829,1.3590851,3.3862844,2.9457252,15.690382,1688.584,21.667158,1.7764754,7.5253873,7.5685396,2.6531053,0.027252464,6.931557,19.485523
Al-Cr-Cu-Fe-Ni-Ti-V-,0.20-0.34-0.08-0.18-0.10-0.02-0.08-,-8.558094,6.0053234,1.356534,4.2616196,2.8848205,14.168288,1742.5225,27.291601,1.7213542,6.7133574,6.4538355,2.4786878,0.049461816,6.2621555,7.260406
Al-Co-Cr-Fe-Mo-Ni-Ti-,0.05-0.07-0.35-0.15-0.14-0.16-0.09-,-10.490582,5.6729646,1.3880882,3.1488116,2.8492436,14.643407,2041.2067,21.887918,1.7964729,10.412642,6.812357,1.9727032,0.0647934,7.508096,12.431286
Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.09-0.19-0.20-0.12-0.09-0.22-0.09-,-3.530234,7.0685835,1.3742502,1.825968,7.7166595,15.549627,1751.9138,15.601839,1.784538,7.9777045,8.3312025,2.2226431,0.7205661,7.7797484,11.441002
